gvkey,fyear,net_tone,strong_modality,inverse_hedging,n_calls_used,z_net_tone,z_strong_modality,z_inverse_hedging,overconfidence,overconfidence_pca
010867,2021,11.60752555068827,3.742082937191319,-5.04755407727993,4,-0.5595566432842961,-1.1060435693861663,0.47449617878201233,-0.3970346779628167,0.2910632920534281
010867,2022,8.534409828756166,2.8638667467758236,-5.233984147633394,3,-1.0172935385212034,-1.5069074329858345,0.39523073096291156,-0.709656746848042,0.056663495673505634
011259,2021,11.279086033782363,5.574507528921812,-5.647277765121462,4,-0.6084773147932427,-0.2696290172374489,0.21950852258281298,-0.2195326031492929,-0.1754031025148525
011259,2022,19.162337768763287,3.3808041864148644,-3.3636182377926627,4,0.5657235614667799,-1.270950112277608,1.1904639846328748,0.16174581127401563,1.5784832046989918
012540,2018,25.07977620686959,5.930466095449981,-2.6520709412352113,4,1.4471189085679181,-0.10715088506776921,1.4929962692539265,0.9443214309180252,2.0079331168800127
012540,2019,27.859841907963975,4.155571508280312,-3.6368139943271856,4,1.8612063552240108,-0.9173057301502261,1.0743079163391174,0.6727361804709674,2.2573652419101955
012540,2020,23.533466910982874,6.7094638615059345,-5.362221605863317,4,1.2167979964318307,0.24842449334669586,0.34070734031833366,0.6019766100322868,0.9666434038648973
012540,2021,24.52024949627526,5.102915029118452,-3.92039020884822,4,1.3637780771499117,-0.48488853258111514,0.9537383344458201,0.6108759596715388,1.7074901072063997
012540,2022,25.363129946966875,6.849763232053979,-6.01427376808693,4,1.4893241077799908,0.3124644738802843,0.0634709130505944,0.6217531649036232,0.9425461252696766
012635,2018,16.06503588400912,6.105765974240215,-7.014210544848903,4,0.10438416633087631,-0.027134839511651496,-0.36167743480204173,-0.09480936932760564,-0.16500747761755624
012635,2019,17.885254117613787,6.291926811127931,-6.025325465432847,4,0.37550348571009473,0.05783871613465414,0.05877200510283471,0.16403806898252785,0.2729932219549203
012635,2020,26.21080626372735,5.237313285282646,-4.600767703173501,4,1.6155844769000474,-0.42354212970786875,0.6644586776207106,0.6188336749376298,1.6622501790084545
012635,2021,17.617746998844396,5.404134693313697,-4.337089869059806,4,0.3356586217092405,-0.34739610224414647,0.7765679610714221,0.25494349351217205,0.856403945491943
012635,2022,24.497647734730723,4.83150321566874,-5.211262479270388,3,1.360411571917959,-0.6087750987289898,0.40489142150803675,0.3855092982323353,1.3746324416513882
013421,2018,28.312467861169495,9.65194650138707,-1.0792151144303457,4,1.9286244472422578,1.5915276750810805,2.1617356052966277,1.8939625758733218,2.2483875293475073
013421,2019,26.16309520162781,10.411224173835604,-1.725152832509342,4,1.6084779715126853,1.93810176998439,1.8870988882171058,1.8112262099047272,1.7404735735405026
013421,2020,28.01833450703795,11.251884614384444,-2.417350824074501,4,1.8848136374686693,2.321823222459973,1.592793448773415,1.933143436234019,1.6072767030440955
